 TIME             FUK             MAJO            INU             NE93            BJT             MA2             XAN             ULN             SHR             MDJ             INCN      
      87.000 -0.18988763E-10  0.11931519E-06 -0.54453806E-07 -0.10762908E-09 -0.71413585E-10 -0.82093413E-11 -0.11754789E-10 -0.16969361E-10 -0.99619802E-09 -0.44345887E-09 -0.45872912E-09
      88.000 -0.21876466E-10  0.13168951E-06 -0.60502888E-07 -0.11403911E-09 -0.75238695E-10 -0.84088669E-11 -0.12561925E-10 -0.18069794E-10 -0.10595106E-08 -0.46996019E-09 -0.48562911E-09
      89.000 -0.22800722E-10  0.14042962E-06 -0.65496033E-07 -0.12031325E-09 -0.79351103E-10 -0.86205557E-11 -0.13405238E-10 -0.19241668E-10 -0.11283083E-08 -0.49635021E-09 -0.51377947E-09
      90.000 -0.23355785E-10  0.14675339E-06 -0.69436942E-07 -0.12687779E-09 -0.84262618E-10 -0.88045530E-11 -0.14303638E-10 -0.20465623E-10 -0.12003981E-08 -0.52136443E-09 -0.54013017E-09
      91.000 -0.26251295E-10  0.15159831E-06 -0.72721788E-07 -0.13414222E-09 -0.89243787E-10 -0.89679092E-11 -0.15246891E-10 -0.21722939E-10 -0.12749989E-08 -0.54871489E-09 -0.56742648E-09
      92.000 -0.29805818E-10  0.15569659E-06 -0.75356363E-07 -0.14166959E-09 -0.93770602E-10 -0.91515363E-11 -0.16217506E-10 -0.23036708E-10 -0.13568586E-08 -0.57979414E-09 -0.59894670E-09
      93.000 -0.31164489E-10  0.15993271E-06 -0.76640860E-07 -0.14904591E-09 -0.98621277E-10 -0.93469191E-11 -0.17228611E-10 -0.24429129E-10 -0.14511866E-08 -0.61072716E-09 -0.63183385E-09
      94.000 -0.32129946E-10  0.16488658E-06 -0.75811144E-07 -0.15674771E-09 -0.10435080E-09 -0.95102567E-11 -0.18300759E-10 -0.25878640E-10 -0.15477453E-08 -0.64010890E-09 -0.66268855E-09
      95.000 -0.35741830E-10  0.17031732E-06 -0.72708542E-07 -0.16522194E-09 -0.11014792E-09 -0.96498113E-11 -0.19422355E-10 -0.27364895E-10 -0.16087725E-08 -0.67211426E-09 -0.69460986E-09
      96.000 -0.40099427E-10  0.17585862E-06 -0.67580489E-07 -0.17397868E-09 -0.11544365E-09 -0.98105918E-11 -0.20574204E-10 -0.28913420E-10 -0.15805861E-08 -0.70829023E-09 -0.73125051E-09
      97.000 -0.41997753E-10  0.18222529E-06 -0.60460530E-07 -0.18256500E-09 -0.12110257E-09 -0.99827403E-11 -0.21770821E-10 -0.30548228E-10 -0.14242899E-08 -0.74427239E-09 -0.76937988E-09
      98.000 -0.43475128E-10  0.19107056E-06 -0.51119903E-07 -0.19151382E-09 -0.12772658E-09 -0.10118105E-10 -0.23034457E-10 -0.32245251E-10 -0.11299031E-08 -0.77849397E-09 -0.80520341E-09
      99.000 -0.47948081E-10  0.20344196E-06 -0.39593430E-07 -0.20131311E-09 -0.13441322E-09 -0.10226338E-10 -0.24351934E-10 -0.33982239E-10 -0.69236219E-09 -0.81565587E-09 -0.84222137E-09
     100.000 -0.53267924E-10  0.21881962E-06 -0.26399111E-07 -0.21141345E-09 -0.14054462E-09 -0.10356978E-10 -0.25702143E-10 -0.35787285E-10 -0.84277665E-10 -0.85748353E-09 -0.88451057E-09
     101.000 -0.55829167E-10  0.23581227E-06 -0.12098069E-07 -0.22131919E-09 -0.14708160E-09 -0.10498647E-10 -0.27101155E-10 -0.37686266E-10  0.72374149E-09 -0.89905584E-09 -0.92841646E-09
     102.000 -0.57936738E-10  0.25327141E-06  0.31547545E-08 -0.23162655E-09 -0.15467694E-09 -0.10598409E-10 -0.28573153E-10 -0.39652270E-10  0.17125460E-08 -0.93861801E-09 -0.96969623E-09
     103.000 -0.63439129E-10  0.27042531E-06  0.19449053E-07 -0.24286847E-09 -0.16232655E-09 -0.10667518E-10 -0.30103340E-10 -0.41660957E-10  0.28113276E-08 -0.98146964E-09 -0.10123055E-08
     104.000 -0.69907080E-10  0.28645975E-06  0.36605933E-07 -0.25442863E-09 -0.16935942E-09 -0.10760533E-10 -0.31668662E-10 -0.43743300E-10  0.39649726E-08 -0.10295443E-08 -0.10608026E-08
     105.000 -0.73274804E-10  0.30057736E-06  0.53966636E-07 -0.26576449E-09 -0.17684359E-09 -0.10864363E-10 -0.33286970E-10 -0.45927288E-10  0.51886177E-08 -0.10772866E-08 -0.11110518E-08
     106.000 -0.76148468E-10  0.31223108E-06  0.70639883E-07 -0.27754336E-09 -0.18548717E-09 -0.10920800E-10 -0.34984482E-10 -0.48182952E-10  0.65323620E-08 -0.11227214E-08 -0.11583000E-08
     107.000 -0.82873889E-10  0.32063763E-06  0.85835952E-07 -0.29034748E-09 -0.19417273E-09 -0.10942940E-10 -0.36744466E-10 -0.50483755E-10  0.80041766E-08 -0.11718307E-08 -0.12070195E-08
     108.000 -0.90704966E-10  0.32405713E-06  0.99002033E-07 -0.30348535E-09 -0.20217145E-09 -0.10990892E-10 -0.38541657E-10 -0.52863877E-10  0.95585720E-08 -0.12267928E-08 -0.12623180E-08
     109.000 -0.95044672E-10  0.32023743E-06  0.10982635E-06 -0.31636293E-09 -0.21067098E-09 -0.11049615E-10 -0.40395861E-10 -0.55353518E-10  0.11158712E-07 -0.12813288E-08 -0.13195130E-08
     110.000 -0.98838909E-10  0.30792920E-06  0.11824585E-06 -0.32972741E-09 -0.22043955E-09 -0.11055079E-10 -0.42335494E-10 -0.57919169E-10  0.12812234E-07 -0.13332019E-08 -0.13732687E-08
     111.000 -0.10700844E-09  0.28756439E-06  0.12442013E-06 -0.34421520E-09 -0.23023327E-09 -0.11022476E-10 -0.44341605E-10 -0.60531748E-10  0.14528091E-07 -0.13891735E-08 -0.14286442E-08
     112.000 -0.11644989E-09  0.26007090E-06  0.12858771E-06 -0.35905019E-09 -0.23926048E-09 -0.11018051E-10 -0.46386497E-10 -0.63228906E-10  0.16262770E-07 -0.14517139E-08 -0.14913755E-08
     113.000 -0.12195014E-09  0.22536386E-06  0.13087393E-06 -0.37358172E-09 -0.24884224E-09 -0.11024539E-10 -0.48492228E-10 -0.66043291E-10  0.17933028E-07 -0.15137167E-08 -0.15561594E-08
     114.000 -0.12683755E-09  0.18249562E-06  0.13123949E-06 -0.38864693E-09 -0.25981222E-09 -0.10971476E-10 -0.50689761E-10 -0.68937598E-10  0.19470309E-07 -0.15726316E-08 -0.16169914E-08
     115.000 -0.13670123E-09  0.13100019E-06  0.12967194E-06 -0.40494170E-09 -0.27078534E-09 -0.10876452E-10 -0.52957794E-10 -0.71880123E-10  0.20843706E-07 -0.16361111E-08 -0.16795973E-08
     116.000 -0.14803608E-09  0.71360295E-07  0.12648871E-06 -0.42159472E-09 -0.28090160E-09 -0.10812504E-10 -0.55265954E-10 -0.74912471E-10  0.22039900E-07 -0.17069773E-08 -0.17504355E-08
